UID	11RosaH	12RosaH	14RosaF	16RosaF	17Rosa-	18Rosa-	8RosaH	9RosaH	CAG-14914	CAG-14915	CMP	GMP	Gfi1.Null	Irf8.Null	LSK
Marc1	0	0.286881148	0	0.201633861	0	0	0.214124805	0.214124805	0.150559677	0	0.389566812	0.310340121	0.150559677	0.263034406	0.111031312
March1	0.5360529	0.839959587	1.521050737	0.40053793	4.091699834	1.432959407	2.378511623	1.735522177	4.786073552	2.307428525	0.485426827	1.021479727	0.575312331	0.411426246	1.14404637
Marc2	6.060263599	6.103917211	6.001577085	6.098453246	5.475409193	5.460414939	5.883620816	5.965091625	5.471512648	5.859224162	6.508428653	6.452529545	6.391286558	6.786727035	6.506525779
March2	4.024142346	4.358958826	4.873813198	4.54225805	5.110196178	4.761817143	4.552745937	4.29130886	4.947198584	5.034303768	4.930264245	5.083638879	5.014355293	5.305240966	5.416839742
March3	1.201633861	0.925999419	0.50589093	0.963474124	0.941106311	0.815575429	0.389566812	0.773996325	0.992768431	0.895302621	0.739848103	0.632268215	0.321928095	0.584962501	2.153805336
March4	0.50589093	0.214124805	0.201633861	0.263034406	0.422233001	0.948600847	0.485426827	0.333423734	0	0.757023247	0	0.028569152	0	0.014355293	0
March5	5.167919866	5.311793718	4.998646839	5.04176865	4.921245889	4.73714592	5.315783575	5.146084939	5.526694846	5.212958363	5.578938713	5.594249948	5.54565954	5.055282436	6.088311236
March6	6.636769608	6.853122383	6.675110215	6.775709036	6.320123598	6.336997417	6.503030646	6.590811576	6.066304502	5.960697039	5.416839742	5.439955517	4.687060688	4.263785614	6.016139703
March7	4.188242656	4.139142019	3.930737338	3.992768431	4.415488271	4.507160349	3.871843649	3.956985925	4.321928095	4.64038956	4.961623328	5.22342255	4.393690764	3.90303827	5.93239194
March8	4.177917792	4.341274184	3.802193217	4.13093087	3.434294618	3.83491343	3.694880193	3.791814071	4.037382222	4.211012193	3.965322548	4.009884589	2.95419631	2.786596362	3.937344392
March9	0	0.111031312	0.286881148	0.411426246	0.150559677	0.333423734	0.23878686	0.124328135	0	1.09085343	0.097610797	0.176322773	0.632268215	0.189033824	2.763411574
March10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
March11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sept1	4.028569152	4.810957159	2.495695163	5.121015401	1.485426827	4.706530553	1.257010618	1.646162657	0	4.387500406	5.476381688	5.579843886	5.033863452	3.399171094	7.762149461
Sept2	7.541096615	7.333065878	7.332707934	7.236301267	7.348374075	6.826929766	7.626731151	7.644649454	7.73782194	7.039138394	7.107164756	7.147917191	7.054631449	6.328405659	7.041549645
Sept3	0.298658316	0.495695163	0.748461233	0.831877241	0.443606651	1.378511623	0.23878686	0.485426827	0.070389328	0.992768431	0.111031312	0.201633861	0.014355293	0	0.485426827
Sept4	0.378511623	0.963474124	1.5360529	1.077242999	0	0.86393845	0.189033824	0	0.443606651	0.344828497	0.411426246	0.333423734	0.344828497	0.214124805	2.965322548
Sept5	2.017921908	2.310340121	2.411426246	2.724650272	0.970853654	2.582556003	0	1.232660757	0.422233001	2.503348735	3.715893371	4.84899843	0.799087306	3.72900887	2.13093087
Sept6	5.070818638	4.827819025	4.401220862	4.90833257	3.759155834	4.862947248	4.280213996	4.467931546	3.918386234	4.835924074	5.297558281	5.246027981	4.617063344	4.565597176	7.00303998
Sept7	6.136478518	6.168922782	6.291493053	6.146084939	6.135863165	5.910732662	6.213152835	6.194559886	7.075425666	6.825404046	7.124224727	7.244791942	6.718498628	6.241077458	7.439041288
Sept8	2.839959587	3.650764559	1.560714954	3.698218478	2.204766751	3.292781749	2.063502942	1.608809243	2.198494154	3.602884409	2.077242999	1.989139007	1.182692298	0.443606651	4.794935663
Sept9	6.27668276	6.231701199	6.509854162	6.390082951	6.708049252	6.364572432	6.466953337	6.472000292	6.519793486	6.531069493	7.38145643	7.468094516	7.121119039	7.164906927	7.768250502
Sept10	1.411426246	0.378511623	2.173127433	0.443606651	3.243364426	1.454175893	2.615887074	1.744161096	3.192194165	2.634593268	1.992768431	2.485426827	4.067810784	2.648465443	2.080657663
Sept11	6.998195503	6.804776378	6.5360529	6.723831566	6.724786677	6.661493093	6.872213144	6.70763522	6.721372659	6.824767853	5.838195439	5.853995647	5.246408087	4.798050515	5.60940039
Sept12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sept14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sep15	8.732710137	8.801546703	8.547742855	8.640498018	8.255595147	8.048105374	8.60681233	8.596748832	8.267254872	7.838447593	8.645802515	8.591148301	8.564340058	8.33655119	8.022145843
0610005C13Rik	0	0.201633861	0	0	0	0	0	0.286881148	0	0	0.176322773	0.214124805	0.097610797	0.263034406	0.555816155
0610007P14Rik	7.056800263	7.024253182	7.044394119	7.187648995	6.422905743	6.440287821	6.734980523	6.935341876	6.633721813	6.748729567	6.21218021	6.154818109	6.069530325	5.91432533	6.29038754
0610009B22Rik	6.837564863	6.924456239	6.722466024	6.825149603	6.431288654	6.016808288	6.614268135	6.651051691	6.482041542	6.270715808	5.18030702	5.049195106	5.239550797	5.146492307	5.331991778
0610009L18Rik	0.839959587	1.40053793	0	1.778208576	0.575312331	0.622930351	1.316145742	0	0.565597176	1.298658316	2.313245852	1.613531653	1.778208576	2.042644337	3.321928095
0610009O20Rik	4.824767853	4.776630423	4.773468928	4.844988157	4.815575429	5.520107902	4.183486514	4.534186139	4.589164237	5.270528942	5.586764743	5.716442237	5.282439805	5.283921772	6.039138394
0610010B08Rik	4.332707934	3.714795011	3.323370069	4.369466484	4.289096702	4.348374075	4.579542225	3.363171077	3.298658316	5.191009849	3.042644337	2.232660757	2.150559677	3.386810946	4.787118983
0610010F05Rik	4.657640005	4.477029653	4.015247774	4.270528942	4.278728213	4.382667253	4.482202926	4.289834465	4.597531174	4.48864354	4.209453366	4.185866545	4.019701914	3.060047384	4.564987801
0610010K14Rik	5.778734244	5.817111573	5.968090752	6.009212787	5.922197848	5.629065137	6.196921734	5.843481425	5.609695873	4.942514505	6.610729587	6.501598374	6.766462652	6.73470962	6.856487779
0610011F06Rik	5.9502351	6.012568674	5.509379149	6.124121312	4.886550147	5.91910168	5.450551443	5.624393382	4.010779839	4.755421735	5.338067798	5.16470584	5.483815777	5.274634403	5.636334602
0610012G03Rik	4.77925972	4.671293372	4.576522138	4.71259578	4.725741157	4.614120869	5.014355293	4.672425342	4.566206293	4.254745198	5.178316272	5.009884589	5.45318831	5.348019909	5.155830172
0610030E20Rik	4.482848283	4.818646083	4.602884409	4.962549023	4.009884589	4.805292456	4.194559886	4.605849867	4.129283017	4.64731451	5.165911939	5.402585758	4.068670811	4.813011549	5.390598906
0610031J06Rik	7.233044401	7.33467553	7.64096791	7.345183447	7.621319301	7.124534929	7.180008583	7.279006914	7.556735948	7.075639589	6.570311124	6.622930351	6.541019153	6.687900522	6.318316841
0610031O16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0610037L13Rik	5.500483401	5.37920506	5.307428525	5.154615611	5.178714641	5.257010618	5.65621032	5.499845887	5.069530325	5.359661722	5.135452784	5.068670811	5.094658343	5.195741293	5.431957188
0610038B21Rik	0.815575429	0.613531653	0.584962501	1.150559677	0.214124805	1.378511623	0.443606651	0.310340121	0.22650853	1.469885976	0.201633861	0.50589093	0.275007047	0.286881148	0.575312331
0610039K10Rik	0.286881148	0.454175893	0.613531653	0.263034406	0	0	0.50589093	0.50589093	0	1.443606651	1.021479727	0.807354922	0.411426246	0.367371066	2.17951105
0610040B10Rik	0.748461233	1.084064265	1.66448284	0.669026766	0	1.480265122	0	1.541019153	2.292781749	2.763411574	0.925999419	1.744161096	2.324810603	1.815575429	1.176322773
0610040F04Rik	0	0	0	0	0.422233001	0	0	0.344828497	0	0	0.137503524	0	0	0	0
0610040J01Rik	1.007195501	1.944858446	1.5360529	1.678071905	1.627606838	1.350497247	1.333423734	1.427606173	0.941106311	0.855989697	3.415488271	3.307428525	3.526068812	2.608809243	0.454175893
0610043K17Rik	0	0	0	0	0	0	0	0	0	0	0	0.201633861	0	0	1.735522177
1010001N08Rik	0	0.111031312	0	0	0	0.82374936	0	0	0	0	0	0	0	0	0
1100001G20Rik	4.953265239	5.169524197	6.011450912	5.378511623	6.458119481	4.502712486	5.427941333	4.833902077	6.547974148	5.385776138	6.517433184	7.364835035	7.443772393	8.158306728	1.422233001
1110001J03Rik	7.077456652	7.057450272	6.742140985	7.325170512	6.427270935	6.37816478	6.892148128	6.867649406	6.147510225	6.414304695	7.078737909	6.821327554	7.163901214	7.225255646	6.576068579
1110002L01Rik	1.970853654	2.124328135	1.879705766	2.568032105	1.5360529	1.117695043	2.17951105	2.684818738	1.207892852	2.746312766	2.992768431	2.837943242	1.475084883	1.891419187	3.480265122
1110004E09Rik	6.106850796	5.678353654	4.897240426	5.776893569	5.005399988	5.323009711	5.925762114	5.671010241	4.934988202	5.002252452	5.447909749	5.353323291	6.02989455	5.191799501	5.177120503
1110004F10Rik	7.802516365	7.589763487	7.644288933	7.607774152	7.169123281	6.87897051	7.775840699	7.647026633	7.256161502	6.950585057	7.078844629	7.095397023	7.171126747	6.820434284	7.346513733
1110006O24Rik	1.304511042	1.879705766	0.948600847	0.333423734	1.49057013	1.14404637	1.250961574	2.10433666	1.070389328	1.077242999	1.422233001	1.333423734	1.910732662	1.891419187	2.232660757
1110007C09Rik	5.23227701	5.371907298	5.849498932	5.23227701	6.171927354	4.993221467	5.764738923	5.90014226	6.124328135	4.79753184	5.06995989	4.956521363	5.182295025	5.18070484	6.428611418
1110008F13Rik	8.116031993	8.150661214	8.310612782	8.062046138	7.810828662	7.250108889	8.264817887	8.394677046	7.881786959	7.096978636	8.245029724	8.220716892	8.525755693	8.330065347	7.534108305
1110008L16Rik	5.119356177	5.087887101	4.144862143	4.985044962	4.100977648	5.247927513	4.639810978	4.866907978	4.486714373	5.240314329	4.15704371	4.156234798	4.206330648	3.854993017	4.549669171
1110008P14Rik	5.608513578	5.3950628	5.885330315	5.330916878	6.153197331	4.772941338	5.976134473	5.636624621	5.89917563	4.409390936	4.601102203	4.514753498	5.846493316	5.394033895	3.240314329
1110012L19Rik	5.025028794	5.14689956	4.405311683	4.322649262	4.747924416	3.994579724	4.026800059	3.804260116	4.411426246	4.66448284	4.514753498	4.407352751	4.575917361	4.550285049	4.826802684
1110015O18Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110017D15Rik	0.40053793	0	0	0	0.773996325	0	0	0	0	0	0	0	0	0	0
1110019D14Rik	2.250961574	1.925999419	1.782408565	1.655351829	2.307428525	1.292781749	1.560714954	2.13093087	2.555816155	2.353323291	1.704871964	1.883620816	1.541019153	1.622930351	2.495695163
1110020A21Rik	1.485426827	1.646162657	0.485426827	2.266036894	0.956056652	1.794935663	2.13093087	1.761285273	2.185866545	1.565597176	1.214124805	1.580145484	1.275007047	0.839959587	1.963474124
1110025L11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110028F11Rik	0.263034406	0.22650853	0.070389328	0.23878686	0.411426246	0.650764559	0.40053793	0.250961574	0	0.748461233	0.286881148	0.176322773	0.028569152	0.084064265	0.084064265
1110028F18Rik	0	0	0	0	0	0	0	0	0	0.367371066	0	0	0	0	0
1110032A03Rik	2.893362211	3.464668267	3.430285273	3.419538892	3.269033146	3.111031312	3.073820233	3.155425432	3.726831217	3.969012308	3.049630768	3.09423607	3.044394119	3.523561956	3.827819025
1110032F04Rik	0.097610797	0.86393845	0	0.855989697	0	0.378511623	0	0	0	0.650764559	0.298658316	0.042644337	0.124328135	0.028569152	0.176322773
1110034G24Rik	2.153805336	2.241840184	2.244887059	2.232660757	2.025028794	1.765534746	1.641546029	2.508428653	1.769771739	1.956056652	3.063502942	2.916476644	2.531069493	3.171527106	3.229587923
1110036E04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1110037F02Rik	5.265661925	5.312519967	5.087887101	5.194165869	5.033423002	5.065227623	5.34091827	5.244125943	5.258518925	5.221490455	4.842476063	4.969472865	4.324090516	4.025914699	5.34091827
1110038B12Rik	7.892391026	7.392489162	7.070174625	7.39068488	6.903881846	7.718909554	7.843795458	8.02613609	7.318045633	7.915640403	7.479376091	7.280863545	8.061020096	7.543109174	7.477758266
1110038F14Rik	4.82527683	4.718087584	4.851499202	4.720825666	4.628190335	4.401220862	4.985955755	4.358255587	4.637494325	4.592158002	5.244506551	5.263785614	5.43629512	5.387845013	5.788685711
1110046J04Rik	0	0	0.310340121	0	0.464668267	1.275007047	0	0	0.782408565	0.632268215	0.367371066	0.321928095	0.22650853	0.286881148	1.207892852
1110051M20Rik	1.794935663	2.516015147	1.786596362	2.080657663	1.565597176	2.111031312	1.691534165	1.794935663	1.384049807	2.700439718	2.849999259	2.737686761	2.859969548	2.587364991	4.617651119
1110054M08Rik	1.189033824	0.713695815	0.855989697	1.22650853	1.378511623	1.641546029	1.427606173	0.310340121	0.97819563	1.565597176	1.042644337	1.531069493	1.914564523	1.718087584	2.98550043
1110057K04Rik	5.638653116	5.401562207	5.274261661	5.409051439	5.422905743	5.191404729	5.241840184	5.412104045	5.21023299	5.249066034	5.270528942	5.316507819	5.02989455	4.811471031	5.34978987
1110058L19Rik	4.554588852	4.228049048	4.168321116	4.98230913	3.735522177	4.517905554	4.509695842	4.460742564	4.750606505	4.815063017	5.021479727	4.964860664	5.412781525	5.225352061	5.677790101
1110059E24Rik	6.284106911	5.87897051	5.819668183	5.974988112	6.357903839	5.870857864	6.505096975	6.064149939	6.280956314	6.274261661	5.535741941	5.573798644	6.271089466	5.343763122	5.77636723
1110059G10Rik	3.500802053	3.377123749	3.499527024	3.522306893	3.564378169	2.575312331	3.468583317	3.541019153	3.288358562	2.657640005	3.305970521	3.3950628	3.554588852	3.282439805	3.657640005
1110065P20Rik	2.972692654	2.56315813	1.941106311	2.247927513	2.693765712	3.12763328	2.625270489	2.807354922	1.726831217	2.046141782	3.458119481	3.337711092	3.919340082	3.058316496	3.83491343
1190002F15Rik	4.933572638	5.132576843	4.67468662	5.025471815	4.744699314	5.033863452	4.73714592	4.976821852	5.371210343	5.661920579	5.210622644	5.278728213	5.357552005	5.61970645	5.859472667
1190002N15Rik	4.165911939	3.416839742	3.161887682	3.868884273	3.672425342	4.074676686	3.533563348	3.423578171	3.7473874	4.105175192	3.840966704	3.941106311	3.388189537	2.773996325	4.515384461
1190003K10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1190005I06Rik	0	0.604071324	0	0.344828497	0	0.516015147	0.367371066	0	0	0.669026766	0.275007047	0.454175893	0.695993813	0.545968369	2.137503524
1190007I07Rik	4.117695043	4.538538164	3.957914599	4.423578171	2.531069493	3.760220946	3.657640005	3.94016675	2.283921772	3.676944359	5.526068812	5.464994927	5.397118409	5.415150205	5.570159302
1200014J11Rik	4.662775172	4.680886921	4.507160349	4.601102203	4.196134881	4.558879853	4.410069692	4.610581958	4.138323004	4.551516018	4.545968369	4.602884409	4.289834465	4.040015679	4.899659026
1300002E11Rik	3.758089934	4.06608919	2.925999419	4.271276259	3.244887059	3.539779192	3.27351589	3.212569339	3.897240426	4.23878686	2.336283388	2.220329955	2.726831217	1.89917563	3.349082146
1300002K09Rik	0	0	0	0	0.084064265	0	0.070389328	0.124328135	0.097610797	0.137503524	0.214124805	0.070389328	0.22650853	0.042644337	0
1300017J02Rik	0.214124805	0	0	0	0	0	0	0	0	0	0	0	0.042644337	0	0
1500004A13Rik	2.336283388	1.608809243	1.883620816	1.937344392	2.289834465	2.87774425	1.867896464	2.389566812	2.056583528	3.365972428	2.111031312	2.15704371	1.843983844	1.726831217	3.148934105
1500009C09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500009L16Rik	2.521050737	2.173127433	1.761285273	1.687060688	0.495695163	2.021479727	1.077242999	1.070389328	0.526068812	2.214124805	1.201633861	0.526068812	1.448900951	0.070389328	4.510961919
1500011B03Rik	4.863442934	4.521050737	4.799087306	5.360013042	3.932628157	4.544114402	3.948600847	3.710393192	4.932155684	5.031659854	4.247168	3.92314918	5.797012978	3.792855352	5.565597176
1500011K16Rik	5.607626221	5.224194664	5.037382222	5.290940402	4.855989697	4.996840648	5.986410935	5.76897825	5.330199833	5.079804755	5.395405605	5.257010618	5.500802053	5.75595577	4.943452539
1500012F01Rik	6.043081982	5.782408565	5.709566354	6.146084939	5.439623138	6.347134114	6.448735798	6.40173285	5.842978832	6.458939707	6.991408467	6.881664619	7.486151213	7.225352061	7.840777924
1500012K07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1500015A07Rik	2.217230716	2.510961919	1.757023247	2.773996325	2.153805336	2.575312331	1.839959587	1.622930351	2.459431619	3.185866545	2.10433666	2.028569152	2.107687869	2.097610797	2.904965719
1500015L24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.111031312	0	0
1500015O10Rik	0	0	0	0	0	0.422233001	0	0	0	1.263034406	0.22650853	0	0	0	0
1500017E21Rik	0	0	0.097610797	0	0	0	0	0	0	0	0.084064265	0	0	0	0
1600002D24Rik	0	0	0	0	0	0	0	0	0	0	0	0.070389328	0.042644337	0	0
1600002H07Rik	3.798050515	3.754887502	3.790772038	3.838951767	3.827819025	4.244887059	3.753818443	3.826802684	3.733354341	3.871843649	4.292781749	4.213347282	3.917431755	3.864928972	4.532940288
1600002K03Rik	4.510961919	4.581953751	4.386810946	4.46008724	3.874796966	4.652486495	4.275752049	4.370164281	4.618825953	4.557042415	4.529196268	4.708739041	4.925999419	4.87282876	4.50779464
1600010M07Rik	0.847996907	0.992768431	2.678071905	1.03562391	3.684818738	0.622930351	2.64385619	2.353323291	3.358958826	1.974529312	0.90303827	0.918386234	0	1.914564523	0.659924558
1600012H06Rik	4.571069998	4.362469889	4.338424415	4.465974465	4.624685811	4.493775408	4.430954271	4.406672716	4.753818443	4.500164679	4.169123281	4.319039816	3.82374936	3.876762491	4.412104045
1600014C10Rik	5.098874287	5.224194664	5.412781525	5.045705065	5.720825666	4.418864577	5.607330314	5.256255873	5.396433531	5.066519781	5.539779192	5.650764559	5.482202926	5.970163425	5.186262836
1600014C23Rik	0	0	1.163498732	0	0	0	0.575312331	0	1.15704371	0	0	0	0	0.641546029	0
1600014K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600015I10Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.070389328	0	0
1600016N20Rik	0.23878686	0.871843649	0.713695815	0.310340121	0.526068812	1.10433666	0.124328135	0	0	1.189033824	0.443606651	0.422233001	0.475084883	0.214124805	1.59454855
1600019K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600020E01Rik	3.715893371	4.159467729	3.158660175	4.205548911	3.793895883	5.749534268	3.124328135	2.9800253	3.840966704	5.218393711	4.018812186	3.948600847	3.564378169	4.116863758	5.231893162
1600023N17Rik	0.871843649	0.604071324	0.411426246	0.443606651	0.815575429	1.843983844	0	0	0.839959587	1.769771739	0.526068812	0.613531653	0.176322773	0.475084883	0.90303827
1600025M17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600027J07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1600029I14Rik	0.321928095	0.50589093	0	0.286881148	0	0	0.555816155	0	0.40053793	0	0.124328135	0	0	0	0
1600029O15Rik	0.5360529	0.344828497	0.992768431	0.378511623	1.084064265	0.695993813	0.201633861	0.250961574	0	0.704871964	0.22650853	0.070389328	0.422233001	0.310340121	0.722466024
1700001C02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001C19Rik	0	0.310340121	0	0	0	0	0	0	0.464668267	0.659924558	0.084064265	0.286881148	0.464668267	0.59454855	2.032100843
1700001D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001F09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001G11Rik	1.124328135	0.790772038	0.298658316	0.333423734	0	0	0.35614381	0.344828497	0	0.632268215	0.378511623	0.432959407	0.321928095	0.454175893	1.257010618
1700001G17Rik	0.575312331	1.269033146	0.464668267	0	0.918386234	1.22650853	0	0	1.15704371	0.555816155	0.815575429	0.678071905	0.782408565	1.049630768	1.257010618
1700001J03Rik	0	0	0	0	0	0	0	0.344828497	0.443606651	0.632268215	0	0.163498732	0.321928095	0.286881148	0.545968369
1700001J11Rik	0.5360529	0.310340121	0	0.176322773	0	0.275007047	0.097610797	0.35614381	0.310340121	0.799087306	0.137503524	0.150559677	0.028569152	0.084064265	0.90303827
1700001K19Rik	0	0	0	0	0.344828497	0.389566812	0	0	0.35614381	0.516015147	0.111031312	0.250961574	0.097610797	0.084064265	0.941106311
1700001K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0.310340121	0
1700001L05Rik	1.589763487	2.13093087	1.269033146	2.10433666	0.941106311	1.757023247	1.327687364	1.63691458	1.350497247	1.970853654	1.778208576	1.871843649	1.459431619	1.137503524	2.121015401
1700001L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001O22Rik	0.526068812	0	0	0.632268215	0.344828497	0	0	0	0	0	0.378511623	0.555816155	0.831877241	0.084064265	1.655351829
1700001P01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0.713695815	0
1700003C15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.790772038
1700003D09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003E16Rik	0	0	0	0.310340121	0.150559677	0	0	0	0	0	0.189033824	0	0.201633861	0.042644337	0.22650853
1700003E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003F12Rik	0	0	0	0	0.475084883	0	0	0	0	0	0.604071324	0	0	0	0
1700003G13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003G18Rik	0	0	0	0	0	0	0	0	0.565597176	0	0	0	0.150559677	0	0.367371066
1700003H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003L19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003M02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700003M07Rik	0.475084883	0.485426827	0.111031312	0	0.86393845	0.475084883	0.310340121	0.422233001	0	0	0.056583528	0	0.042644337	0	0
1700003P14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006A11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006E09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006F04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700006H21Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007B14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0.070389328	0
1700007F19Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0.084064265	0
1700007J10Rik	0.641546029	0.389566812	0.214124805	0.263034406	0	1.063502942	0.925999419	0.918386234	1.117695043	0.516015147	0.263034406	0.298658316	0.150559677	0.070389328	1.427606173
1700007K09Rik	0	0	0	0.687060688	0	0.970853654	0.411426246	0	0	0.722466024	0	0.176322773	0.367371066	0.111031312	0
1700007K13Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700007L15Rik	2.22342255	2.182692298	1.963474124	2.073820233	2.13093087	2.253989266	2.327687364	2.321928095	2.263034406	2.153805336	2.528571319	2.790772038	3.378511623	3.142413438	2.336283388
1700007P06Rik	0.344828497	0.5360529	0	0.298658316	0	0.799087306	0	0	0	0.59454855	0	0.286881148	0	0	0
1700008F21Rik	0	0	0	0	0	0.344828497	0	0.23878686	0	0	0	0	0	0	0
1700008I05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.137503524
1700008J07Rik	2.601696516	2.632268215	2.361768359	2.060047384	2.801158656	2.389566812	2.23572706	2.241840184	1.531069493	2.855989697	2.307428525	2.211012193	2.007195501	2.13422094	3.111031312
1700008K24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700008O03Rik	0.555816155	0.263034406	0.250961574	1.021479727	0.367371066	0.722466024	0	0.526068812	0.678071905	0	1.10433666	0.910732662	0.704871964	1.438292852	1.454175893
1700008P02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700009C05Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700009J07Rik	0	0	0	0	0	0	0	0	0	0	0	0.137503524	0	0	0.250961574
1700009N14Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700009P17Rik	0.678071905	1.66448284	0.704871964	1.042644337	0.799087306	0.879705766	0.650764559	0.956056652	0.59454855	0.831877241	1.244887059	1.655351829	1.782408565	1.014355293	1.895302621
1700010B08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0.097610797	0	0
1700010D01Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010I02Rik	0	0	0	0	2.440952198	1.655351829	0.028569152	0	0	0	0	0	0	0	0
1700010I14Rik	1.726831217	2.060047384	1.49057013	2.333423734	0.575312331	1.981852653	1.097610797	1.613531653	0.941106311	2.073820233	2.715893371	2.693765712	2.493134922	2.849999259	2.077242999
1700010J16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700010K23Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011A15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011B04Rik	0	0	0	0	0	0	0	0	0.933572638	0	0	0	0	0	0
1700011E24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011H14Rik	0	0	0	0	0	0	0	0	0	0	0	0.111031312	0	0	0
1700011I03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011L22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700011M02Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012A03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012B07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700012B09Rik	1.250961574	0.650764559	0.86393845	2.107687869	1.182692298	2.250961574	1.839959587	0.970853654	2.137503524	0	2.831877241	2.459431619	2.678071905	2.403267722	0.333423734
1700012D01Rik	3.475084883	3.09423607	2.601696516	3.116031993	2.580145484	2.488000771	2.163498732	2.257010618	0	2.049630768	1.459431619	1.35614381	0.948600847	1.3950628	2.733354341
1700012D14Rik	1.350497247	0.40053793	0	0.748461233	0	0	0.443606651	0.443606651	1.752748591	0	0.97819563	0.90303827	0.275007047	0.704871964	2.049630768
1700012I11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.22650853
1700012L04Rik	1.599317794	0.879705766	0	1.220329955	0	1.244887059	0.963474124	0	0	0.933572638	1.028569152	1.15704371	1.042644337	0.731183242	0.757023247
1700012P22Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013D24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013F07Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013G24Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700013H16Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700015E13Rik	0.722466024	0	0	0.650764559	0	0	0	0.378511623	0	0	0.150559677	0.321928095	0	0.111031312	0.321928095
1700015F17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700015G11Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700016C15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
